Country,Subject Descriptor,Units,Scale,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Estimates Start After,
South Korea,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"2,249.499","2,599.872","2,944.837","3,418.714","3,867.828","4,260.760","4,790.993","5,480.160","6,291.630","6,931.893","7,824.181","8,872.391","9,537.466","10,329.527","11,412.555","12,644.212","13,759.970","14,722.252","14,022.480","15,739.330","17,432.121","18,524.335","20,152.219","21,072.419","22,670.690","24,348.952","26,277.959","28,422.675","29,614.869","29,887.594","32,202.010","33,817.494","35,139.529","36,746.215","38,346.444","39,623.062","41,104.719","43,155.911","45,511.086","46,511.218","47,881.492","51,880.381","57,202.241","60,046.345","62,960.470",2023,
Kosovo,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"5,005.584","5,351.322","5,272.345","5,420.044","5,277.246","5,618.517","5,915.868","6,489.355","6,652.059","6,918.451","7,234.856","7,828.578","8,001.615","8,371.768","8,686.965","9,444.731","9,974.216","10,392.703","11,010.244","11,813.549","11,229.946","13,181.825","14,826.023","15,864.080","16,851.898",2022,
Kuwait,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"36,860.186","36,768.643","35,659.015","34,744.016","34,662.980","35,483.613","33,998.765","35,873.104","36,009.723","36,350.150","42,302.879","46,583.658","56,587.911","60,477.431","63,578.830","57,635.923","53,887.884","50,428.632","50,978.824","52,445.550","51,537.797","50,508.332","48,904.016","48,856.580","45,771.221","50,248.116","50,450.879","42,076.157","52,419.561","52,295.559","50,933.256","49,736.258",2022,
Kyrgyz Republic,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,489.763","2,180.359","1,778.006","1,709.293","1,835.137","2,023.244","2,058.081","2,130.077","2,264.601","2,415.367","2,429.724","2,627.988","2,854.102","2,902.522","3,053.315","3,366.074","3,661.456","3,748.520","3,727.371","3,987.215","4,003.592","4,427.468","4,593.829","4,719.358","4,868.029","5,088.044","4,921.011","5,471.463","5,345.188","5,906.108","6,752.063","7,279.263","7,772.556",2021,
Lao P.D.R.,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,585.413,725.161,788.123,822.364,882.936,967.291,"1,006.065",992.833,978.169,"1,085.954","1,158.168","1,209.481","1,285.995","1,355.134","1,457.541","1,553.586","1,652.031","1,757.770","1,819.543","1,886.139","2,018.544","2,127.679","2,272.293","2,424.455","2,631.976","2,860.833","3,162.515","3,448.281","3,731.267","3,970.215","4,276.504","4,645.077","5,028.408","5,447.492","5,883.419","6,279.648","6,682.186","7,159.945","7,511.151","7,790.914","7,756.007","8,029.626","8,734.752","9,250.172","9,727.288",2022,
Latvia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"6,303.245","5,734.238","6,079.430","6,385.675","6,754.750","7,553.736","8,203.560","8,625.701","9,390.375","10,331.883","11,393.152","12,714.796","14,280.350","16,501.298","19,233.410","21,905.624","21,770.011","19,032.304","18,772.726","20,087.990","22,222.117","23,293.228","24,419.484","25,801.843","26,896.071","28,557.902","30,762.065","33,187.953","33,605.287","36,608.228","40,752.931","41,938.071","43,526.926",2023,
Lebanon,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"7,493.863","8,074.895","5,343.895","6,733.428","9,899.300","12,445.328","11,545.220","13,473.106","9,821.629","5,785.598","5,097.939","7,138.580","7,469.188","8,024.194","8,695.723","9,283.741","9,653.595","10,627.597","10,975.843","10,857.024","11,041.614","11,547.320","11,968.778","12,252.349","13,318.509","13,897.951","14,311.461","15,768.417","17,249.584","18,886.818","20,456.232","20,853.772","21,221.166","20,430.073","19,277.085","19,163.547","20,088.481","21,139.403","22,107.630","21,779.086","13,566.375","10,711.023","11,806.614","12,453.967",n/a,2021,
Lesotho,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,466.020,512.276,559.740,584.315,646.135,670.481,692.426,696.028,756.656,810.070,870.016,954.062,995.596,"1,034.710","1,088.952","1,100.765","1,183.846","1,242.678","1,272.415","1,307.974","1,389.410","1,466.396","1,524.036","1,618.848","1,695.467","1,805.405","1,937.772","2,059.977","2,164.001","2,170.574","2,293.520","2,442.814","2,598.797","2,671.824","2,755.988","2,852.661","2,914.150","2,865.909","2,840.241","2,755.645","2,810.687","2,787.964","2,997.264","3,135.253","3,260.421",2022,
Liberia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"1,282.302","1,298.995","1,345.299",957.903,"1,003.480","1,067.640","1,154.084","1,289.163","1,337.801","1,360.868","1,413.313","1,504.820","1,614.084","1,739.494","1,736.307","1,708.652","1,654.232","1,683.226","1,763.071","1,800.756","1,614.957","1,560.620","1,711.021","1,810.556","1,902.323",2023,
Libya,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"23,950.738","20,039.931","20,628.196","19,602.339","17,851.237","18,630.485","16,217.298","13,594.243","13,419.811","14,300.087","16,331.916","19,519.343","18,629.480","17,632.776","18,229.304","15,408.150","15,669.402","15,267.286","15,058.984","15,003.633","15,686.317","16,210.405","15,611.369","18,216.860","19,476.626","21,902.509","22,242.914","23,890.938","23,898.212","22,679.013","23,785.029","12,295.466","22,057.874","18,446.909","14,459.642","14,327.725","14,107.291","18,837.552","19,853.870","17,112.593","11,617.318","13,442.505","13,081.838","14,781.326","15,350.964",2019,
Lithuania,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"7,098.163","7,664.898","8,505.979","9,317.899","9,408.846","10,051.071","11,044.270","12,067.704","13,708.384","15,162.303","17,154.970","19,305.709","22,292.533","23,510.804","20,406.851","21,426.728","23,736.511","25,437.265","27,086.670","28,761.785","29,891.988","31,349.538","33,736.503","36,377.096","40,590.098","41,134.624","46,424.910","50,531.851","51,129.222","53,623.635",2023,
Luxembourg,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"17,414.620","19,156.511","20,534.824","21,741.507","23,572.260","25,629.441","28,622.856","30,293.672","33,725.204","38,104.593","41,164.841","45,615.033","46,861.839","49,284.397","51,509.632","53,092.898","54,097.478","57,556.454","61,218.568","66,477.976","72,668.619","75,646.978","78,407.334","81,262.775","85,697.374","89,361.128","96,014.428","105,012.972","105,036.098","100,250.921","103,481.424","104,696.851","105,700.081","108,409.747","110,575.806","111,437.514","115,391.026","116,089.425","117,649.071","122,611.519","122,954.959","139,106.428","148,583.602","148,693.702","151,145.794",2023,
Macao SAR,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"38,276.286","41,929.414","47,075.394","59,103.858","62,935.922","69,387.361","77,843.761","80,375.939","82,974.859","103,141.652","126,876.655","135,191.535","145,885.120","138,827.228","108,168.277","108,774.217","120,112.544","128,074.555","124,749.596","57,413.763","74,101.781","63,359.208","117,032.907","130,416.650",2023,
Madagascar,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,947.748,911.326,924.479,944.026,969.337,985.150,997.940,"1,007.679","1,050.601","1,106.631","1,153.065","1,087.739","1,096.285","1,116.012","1,106.071","1,114.663","1,125.642","1,152.650","1,175.870","1,212.064","1,256.930","1,322.290","1,141.850","1,240.974","1,302.140","1,365.734","1,440.496","1,518.310","1,603.186","1,503.634","1,486.587","1,496.173","1,524.048","1,539.309","1,571.125","1,587.588","1,617.970","1,661.708","1,656.275","1,715.300","1,578.279","1,685.297","1,826.879","1,911.404","1,989.820",2018,
Malawi,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,412.006,415.625,440.992,462.281,487.503,503.169,484.939,475.015,477.682,477.998,504.719,554.277,519.048,579.422,527.178,605.018,664.438,702.894,698.870,714.172,717.935,688.605,685.525,722.856,765.791,799.511,839.058,918.554,980.170,"1,038.441","1,091.867","1,135.778","1,145.745","1,191.523","1,245.505","1,257.919","1,262.343","1,298.938","1,281.500","1,356.486","1,415.382","1,575.454","1,655.638","1,691.672","1,713.774",2016,
Malaysia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"3,046.045","3,479.717","3,816.793","4,111.786","4,479.040","4,437.081","4,456.372","4,690.606","5,209.392","5,764.608","6,248.068","6,969.370","7,549.821","8,262.185","8,968.753","9,794.230","10,691.542","11,379.682","10,391.447","10,903.400","11,815.280","11,827.458","12,349.747","13,010.596","13,944.407","14,771.257","15,864.637","17,149.238","17,992.286","17,523.183","18,733.380","19,804.071","20,953.984","21,791.240","23,123.814","24,131.690","25,085.146","26,690.329","28,247.327","29,750.268","28,696.214","31,385.057","36,517.067","38,693.715","41,021.961",2023,
Maldives,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"2,105.475","2,392.599","2,646.872","2,770.580","3,254.579","3,674.708","3,920.938","4,263.511","4,677.236","5,177.699","4,960.454","5,234.956","5,544.230","5,823.460","6,228.007","6,700.491","7,284.384","8,010.793","8,712.523","9,285.517","9,798.110","9,947.670","10,543.542","12,078.905","12,951.260","11,686.052","14,630.012","15,785.205","17,267.538","15,693.317","16,689.692","18,189.048","18,652.614","19,956.088","21,526.294","22,216.110","23,506.664","25,192.811","28,335.785","30,275.110","17,833.051","25,595.121","30,717.555","32,541.081","34,322.076",2014,
Mali,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,566.860,579.703,532.824,559.384,581.311,607.225,645.673,666.895,679.310,767.477,853.700,931.719,919.265,954.478,990.534,"1,019.638","1,090.726","1,137.230","1,154.549","1,210.224","1,201.436","1,375.203","1,395.522","1,503.837","1,517.960","1,613.636","1,684.340","1,732.257","1,790.129","1,825.054","1,884.971","1,922.979","1,886.542","1,906.203","2,011.989","2,089.202","2,162.381","2,244.519","2,307.161","2,437.558","2,371.085","2,456.262","2,637.795","2,762.817","2,843.339",2022,
Malta,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"6,089.329","6,785.883","7,169.399","7,369.220","7,758.699","8,126.818","8,380.562","9,013.598","9,899.634","10,912.248","11,732.754","12,509.764","13,682.121","14,413.379","15,245.986","16,490.047","17,372.468","18,382.633","19,082.840","19,968.166","20,095.249","20,253.680","20,959.758","22,015.135","22,553.139","23,763.592","24,924.409","26,848.357","28,417.222","27,980.968","29,851.183","30,697.678","32,352.710","34,562.709","37,238.822","40,238.545","41,271.020","46,440.757","49,009.127","52,470.855","50,004.825","58,476.852","64,634.131","69,181.837","72,941.905",2023,
Marshall Islands,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,107.205","2,085.832","2,054.257","2,140.055","2,376.650","2,540.403","2,534.466","2,560.984","2,650.434","2,721.629","2,880.468","2,678.326","2,803.869","2,959.348","2,991.826","3,042.265","3,257.077","3,328.400","3,494.184","3,704.853","4,048.219","4,525.061","5,220.392","5,167.479","5,664.493","6,147.309","6,270.541","6,687.864",2022,
Mauritania,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,886.146","2,903.868","2,940.724","3,099.936","2,984.517","3,253.449","3,408.213","3,233.899","3,266.885","3,337.927","3,186.713","3,140.179","3,140.712","3,327.563","3,479.136","3,789.861","4,770.379","4,671.577","4,619.363","4,531.977","4,588.906","4,756.492","4,938.380","5,106.932","5,292.297","5,500.154","5,492.643","5,806.925","5,932.326","6,175.817","6,367.420","6,517.749","7,295.056","7,874.978","8,233.316",2014,
Mauritius,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"2,012.496","2,298.173","2,543.047","2,628.487","2,823.708","3,087.967","3,430.697","3,844.154","4,220.842","4,547.253","5,020.568","5,362.403","5,765.447","6,128.945","6,428.111","6,785.666","7,221.778","7,667.521","8,138.483","8,362.159","9,161.662","9,592.968","9,832.047","10,549.502","11,228.299","11,679.253","12,524.300","13,538.506","14,490.181","15,022.927","15,833.378","16,792.080","17,653.713","18,516.658","19,520.509","20,402.015","21,380.588","22,600.857","23,067.147","24,036.802","21,325.955","22,781.577","26,629.860","29,511.256","32,062.706",2022,
Mexico,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"6,486.052","7,596.879","7,875.467","7,627.479","7,997.262","8,224.861","7,889.910","8,082.756","8,301.210","8,766.114","9,388.919","9,902.055","10,294.824","10,645.480","11,152.282","10,533.250","11,211.424","12,042.276","12,748.997","13,111.388","13,900.842","13,957.268","13,942.988","14,189.513","14,891.800","15,476.879","16,486.010","17,023.663","17,241.842","16,003.763","16,747.819","17,425.431","18,129.239","18,355.915","18,913.756","19,393.676","19,728.461","20,262.587","20,685.338","20,742.271","19,137.290","20,758.733","22,885.648","24,248.718","24,971.323",2020,
Micronesia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,043.785","2,006.992","1,910.293","1,981.886","2,027.822","2,164.528","2,259.684","2,311.264","2,405.004","2,397.442","2,536.803","2,623.314","2,661.695","2,656.677","2,716.605","2,821.238","2,965.431","2,962.632","2,903.637","2,887.162","3,061.595","3,147.702","3,300.880","3,433.184","3,668.476","3,692.697","4,027.330","4,331.258","4,526.908","4,689.468",2021,
Moldova,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"5,110.430","5,182.202","3,653.240","3,680.633","3,538.136","3,668.893","3,474.375","3,409.212","3,568.425","3,879.137","4,257.845","4,642.425","5,129.984","5,704.301","6,177.653","6,550.752","7,208.221","6,824.819","7,405.002","7,999.507","8,100.498","8,988.141","9,608.573","9,748.365","10,348.673","11,151.883","11,767.521","13,325.644","13,533.398","15,735.123","16,307.500","17,320.302","18,524.015",2023,
Mongolia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,140.261","2,877.390","2,621.732","2,574.870","2,660.854","2,847.054","2,920.982","3,045.036","3,137.710","3,233.715","3,303.648","3,492.161","3,682.859","3,984.315","4,429.767","4,809.995","5,296.279","5,832.149","6,299.888","6,092.565","6,510.457","7,653.188","8,584.877","9,540.031","10,242.007","10,372.158","10,414.996","10,994.843","12,202.275","13,484.510","13,569.451","14,678.605","16,289.073","17,883.657","19,063.366",2023,
Montenegro,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"30,007.337","31,858.010",2023,
Morocco,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"1,475.866","1,530.926","1,736.534","1,752.884","1,851.033","1,983.193","2,140.467","2,088.194","2,333.648","2,426.151","2,608.479","2,845.238","2,773.562","2,760.872","3,089.888","2,911.572","3,316.550","3,259.702","3,510.343","3,529.989","3,617.778","3,925.445","4,064.060","4,348.158","4,618.612","4,842.165","5,310.116","5,530.714","5,896.409","6,107.690","6,338.834","6,726.033","6,972.098","7,323.531","7,561.187","7,880.072","7,912.473","8,372.935","8,054.832","8,309.034","7,958.078","8,908.245","9,594.767","10,180.615","10,615.060",2023,
Mozambique,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,197.203,221.271,213.768,183.500,175.003,180.510,179.288,211.106,236.997,261.317,269.985,289.800,264.464,288.544,301.574,303.563,331.954,367.519,400.020,442.301,443.749,497.724,538.309,571.296,616.316,656.528,723.164,777.687,824.246,854.782,897.983,955.268,"1,022.309","1,077.771","1,148.411","1,209.969","1,242.633","1,261.140","1,307.330","1,370.398","1,393.756","1,440.460","1,566.912","1,664.707","1,729.561",2015,
Myanmar,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,668.384,724.601,822.005,934.205,"1,032.531","1,182.044","1,390.085","1,618.132","1,878.589","2,157.208","2,349.833","2,451.705","2,593.606","2,771.519","2,982.865","3,246.289","3,543.053","3,810.043","4,058.388","4,333.596","5,148.741","5,681.220","5,842.918","4,687.535","4,792.526","5,061.102","5,205.768",2021,
Namibia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,995.348","4,173.134","4,495.543","4,381.746","4,474.209","4,663.900","4,765.809","4,922.032","5,011.070","5,122.305","5,290.164","5,415.303","5,754.757","5,976.720","6,459.842","6,886.933","7,287.378","7,657.531","7,903.323","7,861.957","8,311.909","8,774.725","9,219.314","9,648.049","10,146.954","10,401.038","10,225.780","10,026.028","9,993.113","9,746.354","9,496.984","9,851.910","10,801.167","11,349.849","11,730.163",2023,
Nauru,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"4,350.459","4,512.898","5,388.211","4,347.717","5,245.151","4,896.165","4,770.264","5,466.684","6,957.483","7,026.417","7,645.975","7,580.587","7,681.721","7,178.985","7,461.966","8,617.155","8,734.165","9,603.515","10,395.975","10,625.931","10,829.327",2020,
Nepal,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,491.352,569.449,613.091,603.918,670.640,717.819,748.785,763.807,833.656,883.807,936.323,"1,003.318","1,038.855","1,075.034","1,159.484","1,196.801","1,256.809","1,318.799","1,346.575","1,400.856","1,494.437","1,588.447","1,591.091","1,663.481","1,766.121","1,864.715","1,969.373","2,076.493","2,231.672","2,334.597","2,464.505","2,591.423","2,756.452","2,896.799","3,115.262","3,251.638","3,267.069","3,582.688","3,896.863","4,198.841","4,180.437","4,461.469","4,963.978","5,153.126","5,348.118",2022,
Netherlands,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"12,159.352","13,131.822","13,689.968","14,421.976","15,349.494","16,188.863","16,942.432","17,579.808","18,905.124","20,401.554","21,920.076","23,034.699","23,746.161","24,438.533","25,539.795","26,747.917","28,041.152","29,595.886","31,147.056","32,956.106","34,897.816","36,233.070","36,616.016","37,174.005","38,785.378","40,694.418","43,357.670","46,193.838","47,946.176","46,244.648","47,167.864","48,758.716","48,961.992","49,633.383","51,160.415","52,507.542","54,041.110","56,200.904","58,992.326","62,571.485","62,718.576","69,551.931","77,728.830","79,586.245","81,494.628",2023,
New Zealand,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"9,765.624","10,948.439","11,866.946","12,199.696","13,372.289","13,828.266","14,232.555","14,808.723","15,275.029","15,778.972","16,181.228","16,082.202","16,390.215","17,454.743","18,573.296","19,597.016","20,445.795","21,033.329","21,170.825","22,307.233","23,633.265","24,605.703","25,736.373","26,886.053","28,513.945","30,007.054","31,427.999","33,087.614","33,322.089","32,823.884","33,418.381","34,455.357","35,780.313","36,929.596","38,360.145","39,312.897","40,346.247","41,575.057","41,973.373","44,631.999","44,698.690","47,434.233","51,870.759","52,856.074","52,983.046",2023,
Nicaragua,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,333.677","2,450.605","2,582.559","2,660.784","2,735.484","2,911.198","3,037.734","3,133.818","3,142.142","3,219.192","3,413.228","3,596.979","3,821.694","4,070.732","4,236.185","4,050.078","4,226.464","4,529.092","4,769.537","5,037.228","5,314.893","5,563.345","5,811.748","6,126.156","5,857.122","5,917.896","6,316.560","7,201.746","7,922.050","8,492.336","8,949.812",2020,
Niger,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,634.505,670.452,702.970,678.673,565.586,608.322,639.228,635.320,681.335,692.950,687.662,685.252,691.363,686.225,689.797,697.261,686.411,684.417,734.625,717.233,698.932,739.234,759.315,762.562,757.282,807.638,849.543,866.807,916.531,905.136,957.234,961.980,"1,041.771","1,073.013","1,119.705","1,134.831","1,165.516","1,198.809","1,258.698","1,399.988","1,466.542","1,545.922","1,784.908","1,824.328","1,978.174",2009,
Nigeria,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"1,738.676","1,742.612","1,776.067","1,801.030","1,798.794","1,824.893","1,886.063","1,925.431","1,946.562","1,935.488","2,036.912","2,166.530","2,458.739","2,676.743","2,959.037","3,182.345","3,410.910","3,662.018","3,896.636","4,136.551","4,535.430","4,726.949","4,888.177","5,101.154","5,372.381","5,420.667","5,244.068","5,242.497","5,318.387","5,589.795","5,557.740","5,676.876","6,124.479","6,366.706","6,542.585",2012,
North Macedonia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"6,469.793","6,096.776","6,083.779","6,106.710","6,249.746","6,423.080","6,682.579","7,040.645","7,497.943","7,407.290","7,613.640","7,918.010","8,526.557","9,289.240","10,123.363","11,134.114","12,039.041","12,148.168","12,790.324","13,421.049","13,662.028","14,353.831","15,174.541","15,948.551","16,611.795","17,161.136","18,460.456","20,222.530","19,962.179","22,372.553","24,572.272","25,718.080","26,911.822",2023,
Norway,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"13,391.354","14,839.230","15,734.099","16,951.144","18,574.300","20,160.889","21,322.160","22,105.093","22,705.131","23,770.467","25,037.701","26,531.893","27,941.757","29,243.807","31,207.965","33,022.655","35,135.045","37,454.118","38,647.155","39,713.091","41,704.442","43,345.869","44,352.095","45,399.227","48,214.547","50,702.300","53,093.088","55,529.257","56,094.776","54,709.513","55,065.791","56,081.964","57,920.542","58,825.823","60,363.758","61,471.597","62,219.919","64,426.949","70,095.235","70,821.812","67,047.031","89,096.340","97,238.457","100,153.712","103,446.040",2023,
Oman,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"6,701.095","7,928.438","9,386.544","10,501.799","11,567.457","13,666.361","13,350.463","12,362.456","13,469.720","13,614.673","16,903.961","17,881.183","19,152.027","20,115.441","20,678.368","21,524.746","22,009.186","23,265.743","23,700.316","23,675.320","25,265.080","26,570.295","26,332.592","25,829.886","26,587.506","27,668.091","29,269.364","30,908.481","33,595.788","34,613.564","34,519.566","32,984.163","33,270.551","33,456.964","33,295.843","33,875.242","33,847.943","33,453.068","37,749.026","37,035.310","35,773.912","38,829.195","41,459.279","41,558.705","41,651.669",2023,
Pakistan,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,929.237,"1,049.267","1,163.930","1,255.545","1,315.803","1,436.289","1,517.359","1,602.741","1,721.006","1,827.516","1,927.115","2,049.072","2,196.315","2,237.079","2,324.668","2,431.560","2,574.666","2,599.056","2,654.952","2,738.790","2,841.627","2,939.319","2,989.883","3,129.469","3,377.820","3,671.884","3,903.350","4,112.755","4,272.998","4,240.483","4,283.330","4,403.030","4,516.431","4,655.283","4,786.186","4,893.305","5,016.639","5,212.160","5,387.193","5,434.295","5,435.730","5,774.486","6,440.866","6,530.888","6,715.296",2023,
Palau,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"8,480.582","9,160.249","9,694.389","9,492.021","10,047.730","10,632.285","11,153.379","11,766.449","11,588.109","11,055.815","11,279.443","12,221.620","12,926.991","12,884.784","13,635.954","14,975.681","15,353.922","15,095.172","15,497.519","15,990.447","15,238.285","14,099.734","14,858.757","15,539.461","17,207.326",2023,
Panama,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"4,909.290","5,728.960","6,258.592","6,069.621","6,313.800","6,684.258","6,909.016","6,803.988","5,973.322","6,174.221","6,783.572","7,511.759","8,139.003","8,604.465","8,853.357","9,010.837","9,652.243","10,243.633","10,894.135","11,247.646","11,581.722","11,672.278","11,882.265","12,385.550","13,414.860","14,553.479","15,985.932","18,077.429","19,885.527","19,907.922","20,964.123","23,420.943","25,749.558","27,536.024","28,964.649","30,426.259","31,744.641","33,611.253","32,523.617","33,337.593","27,123.037","30,994.566","36,307.886","39,846.203","41,292.258",2022,
Papua New Guinea,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"1,073.998","1,157.827","1,211.706","1,273.774","1,278.622","1,333.423","1,407.587","1,504.428","1,556.337","1,527.910","1,470.798","1,615.941","1,743.601","1,972.108","2,168.425","2,081.540","2,201.191","2,043.827","2,109.467","2,125.425","2,068.109","2,061.400","2,040.351","2,215.263","2,234.379","2,346.610","2,423.197","2,622.035","2,604.240","2,735.610","2,868.444","2,749.484","2,792.364","2,808.946","3,091.334","3,167.783","3,213.837","3,226.699","3,135.600","3,172.532","2,965.522","2,931.087","3,234.321","3,375.533","3,542.298",2021,
Paraguay,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"3,378.507","3,919.898","3,984.618","3,897.929","4,031.626","4,194.530","4,158.283","4,298.486","4,566.884","4,867.597","5,257.811","5,282.707","5,384.863","5,668.911","5,975.917","6,387.121","6,474.294","6,728.038","6,672.124","6,540.618","6,403.309","6,371.675","6,351.817","6,637.423","6,969.631","7,217.195","7,667.979","8,167.444","8,723.785","8,617.038","9,539.284","9,998.014","9,959.053","10,804.665","11,404.850","11,678.249","12,115.241","12,741.175","12,884.952","12,888.199","13,028.592","14,004.772","14,826.675","15,869.085","16,642.230",2022,
Peru,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"2,947.932","3,319.580","3,428.963","3,154.894","3,314.806","3,412.041","3,814.746","4,118.513","3,778.328","3,328.082","3,210.862","3,325.491","3,317.372","3,506.481","3,947.802","4,251.247","4,369.882","4,647.288","4,599.180","4,657.374","4,821.535","4,900.169","5,192.528","5,463.750","5,838.132","6,346.522","6,981.161","7,729.352","8,543.190","8,633.636","9,398.079","10,123.736","10,867.551","11,608.456","11,979.710","12,339.149","12,753.476","13,072.090","13,515.512","13,977.260","12,964.509","15,338.055","16,689.710","17,024.651","17,775.180",2017,
